ticker,strategy,window_id,date,action,price,quantity,cost,slippage,portfolio_value,realized_pnl
TSLA,MACD_Momentum,0,2023-04-06,SELL,182.988462,724,132.483646,66.274961,145532.900909,-12600.854564
TSLA,MACD_Momentum,0,2023-05-12,BUY,176.158042,803,141.454908,70.692108,145320.753893,0.000000
TSLA,MACD_Momentum,1,2023-07-18,BUY,290.295069,327,94.926488,47.439524,99857.633988,0.000000
TSLA,MACD_Momentum,1,2023-07-21,SELL,267.866000,327,87.592182,43.818000,92483.175802,-7516.824198
TSLA,MACD_Momentum,1,2023-08-23,BUY,229.454666,376,86.274955,43.115919,92353.784928,0.000000
TSLA,MACD_Momentum,1,2023-09-20,SELL,266.906489,376,100.356840,50.203522,106378.429157,13895.253355
TSLA,MACD_Momentum,1,2023-10-05,BUY,260.130000,386,100.410180,50.180000,106227.838977,0.000000
TSLA,MACD_Momentum,1,2023-10-16,SELL,249.924978,386,96.471042,48.259651,102242.409463,-4136.019694
TSLA,MACD_Momentum,1,2023-11-03,BUY,221.260569,444,98.239693,49.095299,102095.074472,0.000000
TSLA,MACD_Momentum,1,2023-12-04,SELL,235.632125,444,104.620663,52.336500,108420.520018,6178.110555
TSLA,MACD_Momentum,1,2023-12-11,BUY,242.861375,422,102.487500,51.218141,108266.814376,0.000000
TSLA,MACD_Momentum,1,2023-12-12,SELL,238.430728,422,100.617767,50.334051,106347.681528,-2072.838490
TSLA,MACD_Momentum,1,2023-12-15,BUY,251.335612,402,101.036916,50.493211,106196.151401,0.000000
TSLA,MACD_Momentum,1,2023-12-29,SELL,254.972456,402,102.498927,51.275101,107606.157127,1258.475599
TSLA,MACD_Momentum,2,2024-02-05,BUY,184.352125,505,93.097823,46.525649,99860.376529,0.000000
TSLA,MACD_Momentum,2,2024-03-05,SELL,182.958478,505,92.394031,46.220126,99110.716687,-889.283313
TSLA,MACD_Momentum,2,2024-03-20,BUY,173.086500,549,95.024489,47.488500,98968.203698,0.000000
TSLA,MACD_Momentum,2,2024-04-04,SELL,169.984972,549,93.321750,46.684217,97219.631752,-1891.084934
TSLA,MACD_Momentum,2,2024-04-05,BUY,169.164542,539,91.179688,45.567060,97082.885004,0.000000
TSLA,MACD_Momentum,2,2024-04-08,SELL,169.255326,539,91.228621,45.637129,97086.156293,-133.475459
TSLA,MACD_Momentum,2,2024-04-09,BUY,172.996459,533,92.207112,46.080516,96947.868664,0.000000
TSLA,MACD_Momentum,2,2024-04-16,SELL,156.661635,533,83.500652,41.771211,88203.987777,-8882.168516
TSLA,MACD_Momentum,2,2024-04-25,BUY,159.039487,516,82.064375,41.011682,88080.911720,0.000000
TSLA,MACD_Momentum,2,2024-05-09,SELL,174.922490,516,90.260005,45.152579,96227.292838,8023.305061
TSLA,MACD_Momentum,2,2024-05-22,BUY,182.941431,489,89.458360,44.706826,96093.127652,0.000000
TSLA,MACD_Momentum,2,2024-05-24,SELL,174.752576,489,85.454010,42.748379,92048.030488,-4179.262351
TSLA,MACD_Momentum,2,2024-06-14,BUY,185.892903,479,89.042701,44.499101,91914.488686,0.000000
TSLA,MACD_Momentum,3,2024-08-14,BUY,207.493694,457,94.824618,47.388615,99857.786767,0.000000
TSLA,MACD_Momentum,3,2024-08-28,SELL,209.615141,457,95.794120,47.921020,100778.882464,778.882464
TSLA,MACD_Momentum,3,2024-09-05,BUY,223.601750,436,97.490363,48.720821,100632.671279,0.000000
TSLA,MACD_Momentum,3,2024-10-03,SELL,244.357756,436,106.539981,53.296639,109624.470401,8845.587937
TSLA,MACD_Momentum,3,2024-10-25,BUY,256.138015,399,102.199068,51.073997,109471.197336,0.000000
TSLA,MACD_Momentum,3,2024-11-05,SELL,247.216326,399,98.639314,49.344329,105863.878335,-3760.592066
TSLA,MACD_Momentum,3,2024-11-07,BUY,289.034460,348,100.583992,50.266863,105713.027480,0.000000
TSLA,MACD_Momentum,3,2024-11-22,SELL,340.919451,348,118.639969,59.349659,123700.631480,17836.753145
TSLA,MACD_Momentum,3,2024-11-25,BUY,360.320085,333,119.986588,59.963312,123520.681579,0.000000
TSLA,MACD_Momentum,3,2024-11-26,SELL,340.829500,333,113.496223,56.776500,116976.783978,-6723.847502
TSLA,MACD_Momentum,3,2024-12-06,BUY,377.608723,300,113.282617,56.613002,116806.888359,0.000000
TSLA,MACD_Momentum,3,2024-12-20,SELL,425.297255,300,127.589176,63.826501,131042.471582,14065.687604
TSLA,MACD_Momentum,4,2025-01-16,BUY,423.701735,221,93.638083,46.795644,99859.566273,0.000000
TSLA,MACD_Momentum,4,2025-01-27,SELL,394.602588,221,87.207172,43.625399,93388.243162,-6611.756838
TSLA,MACD_Momentum,4,2025-02-19,BUY,354.177000,250,88.544250,44.250000,93255.448912,0.000000
