path,total_return,terminal_wealth,max_drawdown,sharpe
624,-0.312094,68790.6,-0.632403,-0.214184
625,0.446608,144661,-0.361021,0.430683
626,0.95424,195424,-0.304533,0.653438
627,0.470399,147040,-0.287775,0.435439
628,0.0734318,107343,-0.49715,0.159173
629,0.0149519,101495,-0.294443,0.104385
630,-0.249179,75082.1,-0.464942,-0.147618
631,0.420233,142023,-0.410796,0.419982
632,0.192426,119243,-0.344487,0.251155
633,0.51294,151294,-0.167843,0.471366
634,0.421613,142161,-0.27158,0.397203
635,0.536966,153697,-0.238696,0.496512
636,0.928417,192842,-0.43084,0.67018
637,2.03855,303855,-0.201284,1.10873
638,0.629847,162985,-0.328638,0.530495
639,0.55771,155771,-0.365433,0.503687
640,-0.157088,84291.2,-0.302055,-0.0820695
641,0.98526,198526,-0.322064,0.711948
642,2.74186,374186,-0.205735,1.33575
643,0.00549383,100549,-0.383202,0.0946335
644,1.04504,204504,-0.234974,0.706774
645,0.782603,178260,-0.24071,0.602373
646,0.972655,197266,-0.232071,0.691527
647,-0.423415,57658.5,-0.557959,-0.388027
648,0.317266,131727,-0.319211,0.34983
649,-0.0282923,97170.8,-0.457681,0.0686612
650,0.21529,121529,-0.335385,0.270676
651,-0.439976,56002.4,-0.540142,-0.400341
652,0.642701,164270,-0.344141,0.546104
653,0.48172,148172,-0.266883,0.442637
654,0.486768,148677,-0.277756,0.477591
655,0.627901,162790,-0.230152,0.557549
656,1.44806,244806,-0.311787,0.876869
657,0.0163059,101631,-0.337681,0.105036
658,0.601265,160127,-0.321451,0.540526
659,0.338058,133806,-0.316125,0.362481
660,0.279556,127956,-0.373001,0.309884
661,0.417964,141796,-0.238195,0.424446
662,0.888274,188827,-0.260619,0.704993
663,0.663424,166342,-0.268656,0.531154
664,1.54774,254774,-0.288202,0.936429
665,1.07813,207813,-0.377168,0.708958
666,0.435327,143533,-0.25778,0.41251
667,1.63978,263978,-0.190723,1.00753
668,-0.0076463,99235.4,-0.364377,0.0882257
669,1.56,256000,-0.204542,0.917242
670,0.313322,131332,-0.207308,0.338532
671,-0.0341004,96590,-0.515429,0.0560662
672,0.100616,110062,-0.387152,0.179144
673,1.14858,214858,-0.382694,0.783582
674,-0.314421,68557.9,-0.4345,-0.252658
675,0.713717,171372,-0.289299,0.567723
676,0.195098,119510,-0.407783,0.259044
677,0.593411,159341,-0.254253,0.515046
678,1.17988,217988,-0.351463,0.789798
679,0.733225,173322,-0.370673,0.574672
680,0.839442,183944,-0.322886,0.641995
681,2.07226,307226,-0.279722,1.13278
682,-0.0446242,95537.6,-0.427923,0.063325
683,-0.163396,83660.4,-0.375973,-0.0742245
684,1.03691,203691,-0.283003,0.738172
685,1.11144,211144,-0.230427,0.807316
686,0.661733,166173,-0.309833,0.545252
687,-0.00811445,99188.6,-0.427503,0.079986
688,0.389967,138997,-0.32048,0.398207
689,-0.254306,74569.4,-0.552485,-0.178937
690,0.209435,120943,-0.258666,0.265867
691,0.394784,139478,-0.315886,0.384243
692,1.74404,274404,-0.282295,1.04033
693,0.530651,153065,-0.280131,0.454435
694,0.280897,128090,-0.293145,0.318672
695,0.295377,129538,-0.372821,0.329514
696,0.307692,130769,-0.299358,0.332166
697,1.5379,253790,-0.360528,0.888952
698,-0.0176658,98233.4,-0.380661,0.0781091
699,0.49474,149474,-0.268086,0.438617
700,0.718078,171808,-0.317168,0.604178
701,0.392606,139261,-0.41871,0.382281
702,0.336665,133667,-0.265158,0.343645
703,0.0930544,109305,-0.374343,0.17315
704,0.350899,135090,-0.400952,0.355922
705,0.580256,158026,-0.31322,0.531926
706,1.03975,203975,-0.239955,0.727299
707,0.841479,184148,-0.225721,0.651875
708,1.19077,219077,-0.277955,0.788227
709,-0.0173296,98267,-0.35921,0.079553
710,-0.519057,48094.3,-0.593355,-0.552282
711,0.343444,134344,-0.503388,0.343507
712,-0.106268,89373.2,-0.467088,0.000898635
713,1.35388,235388,-0.153948,0.877927
