path,total_return,terminal_wealth,max_drawdown,sharpe
133,0.41705,141705,-0.235934,0.412084
134,0.749143,174914,-0.281023,0.592062
135,1.16527,216527,-0.355192,0.782311
136,1.49155,249155,-0.168509,0.943352
137,0.444593,144459,-0.38398,0.435361
138,0.62521,162521,-0.324808,0.531181
139,-0.0549641,94503.6,-0.451945,0.0438107
140,2.28175,328175,-0.255751,1.12582
141,1.01374,201374,-0.289428,0.774266
142,1.62042,262042,-0.285702,0.985305
143,1.69688,269688,-0.300035,0.967205
144,0.172999,117300,-0.381343,0.236264
145,0.783841,178384,-0.289408,0.647687
146,1.47966,247966,-0.223922,0.879995
147,0.808812,180881,-0.239077,0.626767
148,1.74351,274351,-0.295669,0.9762
149,0.0125705,101257,-0.38151,0.10793
150,1.67539,267539,-0.269301,0.992678
151,0.624493,162449,-0.309233,0.522166
152,1.45314,245314,-0.399639,0.847708
153,1.09536,209536,-0.320165,0.77273
154,1.20333,220333,-0.288606,0.791739
155,0.843558,184356,-0.26186,0.642036
156,0.828269,182827,-0.301845,0.640015
157,-0.14462,85538,-0.391644,-0.0546038
158,2.20502,320502,-0.14994,1.07599
159,0.403658,140366,-0.232152,0.40148
160,1.69488,269488,-0.233157,0.956502
161,0.56348,156348,-0.305374,0.493773
162,0.998469,199847,-0.306946,0.711165
163,1.52943,252943,-0.175358,0.898907
164,1.15842,215842,-0.271728,0.802936
165,1.18835,218835,-0.257864,0.76737
166,0.260926,126093,-0.216476,0.300194
167,1.38567,238567,-0.209799,0.902868
168,6.19151,719151,-0.140194,1.85223
169,1.05934,205934,-0.346747,0.739391
170,2.00673,300673,-0.340048,1.0675
171,2.16676,316676,-0.276181,1.11608
172,0.662993,166299,-0.356306,0.54873
173,0.887364,188736,-0.251388,0.675511
174,3.8099,480990,-0.16045,1.45373
175,1.29228,229228,-0.281281,0.847967
176,0.775377,177538,-0.287729,0.614736
177,1.39064,239064,-0.389187,0.904646
178,1.12598,212598,-0.340886,0.78278
179,5.27808,627808,-0.170007,1.70313
